adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/y5Z0WesTjvn59jP6yo459eUsbli.jpg,"27, 53",663712,en,Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",7866.782,/b6IRp6Pl2Fsq37r9jFhGoLtaqHm.jpg,2022-10-06,Terrifier 2,False,7.1,445
False,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"28, 14, 878",436270,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",4428.609,/3zXceNTtyj5FLjwQXuPvLYK5YYL.jpg,2022-10-19,Black Adam,False,6.9,905
False,/pGx6O6IwqADOsgmqWzPysmWnOyr.jpg,"28, 14",732459,en,Blade of the 47 Ronin,"In this sequel to ""47 Ronin,"" a new class of warriors emerges among the Samurai clans to keep a sought-after sword from falling into the wrong hands.",3821.739,/kjFDIlUCJkcpFxYKtE6OsGcAfQQ.jpg,2022-10-25,Blade of the 47 Ronin,False,6.7,47
False,/naNXYdBzTEb1KwOdi1RbBkM9Zv1.jpg,"27, 53",420634,en,Terrifier,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",3031.419,/6PQqC4SbY910VvyVad6mvsboILU.jpg,2016-10-15,Terrifier,False,6.6,889
False,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,"27, 53, 9648",717728,en,Jeepers Creepers: Reborn,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",2184.802,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,2022-09-15,Jeepers Creepers: Reborn,False,5.7,430
False,/1DBDwevWS8OhiT3wqqlW7KGPd6m.jpg,53,985939,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",2350.808,/spCAxD99U1A6jsiePFoqdEcY0dG.jpg,2022-08-11,Fall,False,7.3,1650
False,/iS9U3VHpPEjTWnwmW56CrBlpgLj.jpg,"14, 35, 10751",642885,en,Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",1959.906,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,2022-09-27,Hocus Pocus 2,False,7.6,1036
False,/bJa3RcFKgtVKJqTJCSSuBQeP9c8.jpg,27,86328,en,Terrifier,"After witnessing a brutal murder on Halloween night, a young woman becomes the next target of a maniacal entity.",1969.59,/gb6rq2nD0jRrN0dCzigg2MxXNsB.jpg,2011-08-09,Terrifier,False,6.5,42
False,/5GA3vV1aWWHTSDO5eno8V5zDo8r.jpg,"27, 53",760161,en,Orphan: First Kill,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",2009.304,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,2022-07-27,Orphan: First Kill,False,6.8,1243
False,/etP5jwlwvkNhwe7jnI2AyA6ZKrR.jpg,878,575322,en,Звёздный разум,"After depleting Earth's resources for centuries, humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet, but when plans go awry, the crew is suddenly stranded without power on a strange planet, where something unimaginable lies in wait.",1881.821,/rFljUdOozFEv6HDHIFpFvcYW0ec.jpg,2022-01-06,Project Gemini,False,5.6,153
False,/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,"10751, 16, 14, 10402, 35, 12",354912,en,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",1298.384,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,Coco,False,8.2,16442
False,/zt6sKnx9dEiRCb7oVMlfmmMGJMO.jpg,"28, 35, 53",718930,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",1641.214,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,2022-07-03,Bullet Train,False,7.5,2208
False,/nnUQqlVZeEGuCRx8SaoCU4XVHJN.jpg,"14, 12, 10751",532639,en,Pinocchio,A wooden puppet embarks on a thrilling adventure to become a real boy.,1605.793,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg,2022-09-07,Pinocchio,False,6.7,1025
False,/tSxbUnrnWlR5dQvUgqMI7sACmFD.jpg,"14, 28, 18",779782,en,The School for Good and Evil,Best friends Sophie and Agatha navigate an enchanted school for young heroes and villains — and find themselves on opposing sides of the battle between good and evil.,1489.276,/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,2022-10-19,The School for Good and Evil,False,7.3,502
False,/ttkibtcAjoilW1PbTIFy9U9YOdB.jpg,"53, 28",916719,en,Code Name Banshee,"Caleb, a former government assassin in hiding, who resurfaces when his protégé, the equally deadly killer known as Banshee, discovers a bounty has been placed on Caleb's head.",1531.732,/g29dShv0wHJUvif2KPq039imds5.jpg,2022-07-01,Code Name Banshee,False,5.0,42
False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"14, 28, 35",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",1538.425,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.7,4534
False,/aTovumsNlDjof7YVoU5nW2RHaYn.jpg,"27, 53",616820,en,Halloween Ends,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",1477.255,/h1FGQ6FRW6kNx4ACxjCJ18ssW3Y.jpg,2022-10-12,Halloween Ends,False,6.6,882
False,/60UN7vvcWWggLe0Uz9EFZJx718P.jpg,53,879538,en,Crawlspace,"After witnessing a brutal murder in a cabin, a man hides in a crawlspace while the killers scour the property for a hidden fortune. As they draw nearer, he must decide if the crawlspace will be his tomb or the battleground in his fight for survival.",1442.797,/qEu6qI5sVoIe10gD1BQBqxcNIW2.jpg,2022-03-31,Crawlspace,False,7.0,63
False,/aIkG2V4UXrfkxMdJZmq30xO0QQr.jpg,"878, 12, 28",791155,en,Secret Headquarters,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world.",1389.775,/8PsHogUfvjWPGdWAI5uslDhHDx7.jpg,2022-08-12,Secret Headquarters,False,6.9,148
False,/u6WzMRpTkGzIlfsPNtDfIBfEy9z.jpg,"80, 18, 9648, 53",848791,en,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",1435.46,/ydbm5Ad1nyZq7eywWsw82Wxdsgg.jpg,2022-10-06,The Stranger,False,6.1,91
False,/qaTzVAW1u16WFNsepjCrilBuInc.jpg,"16, 28, 10751, 35, 878",539681,en,DC League of Super-Pets,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",1194.649,/r7XifzvtezNt31ypvsmb6Oqxw49.jpg,2022-07-27,DC League of Super-Pets,False,7.5,903
False,/7ZO9yoEU2fAHKhmJWfAc2QIPWJg.jpg,"53, 28, 878",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",1323.478,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-05,Prey,False,7.9,4528
False,/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,"12, 28, 878",507086,en,Jurassic World Dominion,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",1269.278,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,False,7.0,3788
False,/198vrF8k7mfQ4FjDJsBmdQcaiyq.jpg,"878, 28, 12",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",1109.402,/94xxm5701CzOdJdUEdIuwqZaowx.jpg,2022-12-14,Avatar: The Way of Water,False,0.0,0
False,/vFGDYJZA7NenGR1OaEGz0pKKFEs.jpg,"16, 10751",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",1080.066,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.5,2281
False,/odJ4hx6g6vBt4lBWKFD1tI8WS4x.jpg,"28, 18",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",1285.709,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-24,Top Gun: Maverick,False,8.3,4596
False,/7ABsaBkO1jA2psC8Hy4IDhkID4h.jpg,"28, 12, 14, 878",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",1117.782,/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,2009-12-15,Avatar,False,7.5,26466
False,/7AiIrnDMaOhPrw9elJ5NNjijTW4.jpg,"53, 9648",916605,en,The Infernal Machine,"Reclusive and controversial author Bruce Cogburn is drawn out of hiding by an obsessive fan, forcing the novelist to confront a past that he thought he could escape, and to account for events set in motion by his bestseller decades earlier. Cogburn's search for who is behind the manipulation and mental torment he encounters leads to an emotional roller-coaster ride full of fear and danger, where things are not always as clear as they seem to be, and where past deeds can have dire consequences.",1220.494,/bSqpOGzaKBdGkBLmcm1JJIVryYy.jpg,2022-09-23,The Infernal Machine,False,6.9,116
False,/ev0PWpXvWWoWsg69hOcXjZs2Ayn.jpg,"27, 9648, 53",882598,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",1163.772,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,2022-09-23,Smile,False,6.8,419
False,/mjV9gpXO2R2SOYI4ChJZiu6F1OE.jpg,"28, 12, 53",759507,en,Blackout,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail.",1053.628,/xDgnmbdWS59NtTPdzujdZGuPUPZ.jpg,2022-10-12,Blackout,False,5.6,76
False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,"28, 12, 878",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",971.42,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,2021-12-15,Spider-Man: No Way Home,False,8.0,15736
False,/7NCRlXDQlHhFZFk3y1HJyJgGVHB.jpg,"28, 12, 10751, 35",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",937.128,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.6,3290
False,/2k9tBql5GYH328Krj66tDT9LtFZ.jpg,"53, 12, 27",760741,en,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",1159.738,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg,2022-08-11,Beast,False,7.0,753
False,/yYrvN5WFeGYjJnRzhY0QXuo4Isw.jpg,"28, 12, 878",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",779.369,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,False,8.5,13
False,/4O9kFXsBjlxtgzXWHfgMS9CjhbN.jpg,"53, 9648, 18",619730,en,Don't Worry Darling,"Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",831.966,/9BXYLjXtSipBp2GfAlsri4i8hPC.jpg,2022-09-21,Don't Worry Darling,False,6.9,741
False,/gUNRlH66yNDH3NQblYMIwgZXJ2u.jpg,"14, 28, 12",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",869.529,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.4,6237
False,/2SEGjVLy7fYbovIyDR7IntH1jT2.jpg,"27, 9648, 53",913290,en,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway, but soon discovers that there is much more to be afraid of in the house than the other guest.",854.777,/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg,2022-09-08,Barbarian,False,7.0,565
False,/y59qFOlmRKfRKIWzxuzUf0mDc4G.jpg,27,1024530,en,Grimcutty,A suburban teen girl and her little brother must stop a terrifying internet meme brought to life by the hysteria of their parents.,851.033,/qvg75YJMfbHeDNirUrrgBMQImRn.jpg,2022-10-10,Grimcutty,False,5.6,190
False,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,"27, 53",756999,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",856.483,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,2022-06-22,The Black Phone,False,7.9,3026
False,/23sJzwaYazdzqnp2gm6GAQk4sCc.jpg,"27, 53",969160,en,Deinfluencer,"An influential cheerleader finds herself held captive by a masked psychopath with a God complex. She must complete a series of sadistic social media challenges to save her life and the lives of her fellow captives. However, the masked kidnapper has a secret agenda for his most recent victim.",910.485,/gLnrBoSENk32SKjHDiZv7E4zwzK.jpg,2022-10-01,Deinfluencer,False,6.0,3
False,/3p3amyz5nXK9AW4VARqkPaMAG5J.jpg,"16, 12, 35, 14",585511,en,Luck,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",822.224,/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,2022-08-05,Luck,False,7.9,881
False,/hYZ4a0JvPETdfgJJ9ZzyFufq8KQ.jpg,"28, 18, 878",629176,en,Samaritan,"Thirteen year old Sam Cleary  suspects that his mysteriously reclusive neighbor Mr. Smith is actually the legendary vigilante Samaritan, who was reported dead 20 years ago. With crime on the rise and the city on the brink of chaos, Sam makes it his mission to coax his neighbor out of hiding to save the city from ruin.",845.902,/vwq5iboxYoaSpOmEQrhq9tHicq7.jpg,2022-08-25,Samaritan,False,6.9,1367
False,/apBUC70udhxoLzXo7DqclQ6gcXo.jpg,"16, 35, 14, 12",511817,en,Wendell & Wild,Two demon brothers enlist the aid of Kat Elliot — a tough teen with a load of guilt — to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.,707.134,/5dsX6UAHqkQz1kiV8bs8SvjyVNa.jpg,2022-10-21,Wendell & Wild,False,6.7,87
False,/akYTfFvYkFGJReFxXM841NidlAa.jpg,"80, 18",1033107,en,Wild Is the Wind,"When two corrupt police officers investigate the brutal murder of a young girl, tensions come to a head in their small, racially-segregated town.",964.027,/rITxQBtnMpneZf8QzH1dqONQocx.jpg,2022-10-28,Wild Is the Wind,False,5.8,26
False,/92PJmMopfy64VYjd0HvIQaHGZX0.jpg,"10751, 35, 16, 28",366672,en,Paws of Fury: The Legend of Hank,"A hard-on-his-luck hound finds himself in a town full of cats in need of a hero to defend them from a ruthless villain's wicked plot to wipe their village off the map. With help from a reluctant mentor, our underdog must assume the role of town samurai and team up with the villagers to save the day.",762.591,/wMDUDwAArpfGdtTTZ25SfwngGwt.jpg,2022-07-14,Paws of Fury: The Legend of Hank,False,6.7,177
False,/rgZ3hdzgMgYgzvBfwNEVW01bpK1.jpg,"28, 53, 18",429473,en,Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,823.699,/djM2s4wSaATn4jVB33cV05PEbV7.jpg,2022-09-23,Lou,False,6.7,340
False,/o8tThg5KqX3t32vbAIxNuS8Fmlj.jpg,"27, 53",1005776,en,V/H/S/99,A teenager’s home video leads to a series of horrifying revelations.,799.84,/1bOMmFtnykBmvhFcx8zdXO6bCAa.jpg,2022-09-15,V/H/S/99,False,6.3,66
False,/5EzpTMkpg3DecNoP2DAOBlh0Fi6.jpg,"28, 80",993145,en,Bullet Proof,"The Thief  pulls off the robbery of a lifetime when he robs the psychotic drug lord, Temple. The plan goes off without a hitch until the Thief discovers a stowaway in his getaway car - Temple's pregnant wife, Mia.",739.485,/cj6YmTAU7Jvn3w6d2NfjQzpX7Pw.jpg,2022-08-19,Bullet Proof,False,5.6,20
False,/pUrabCPfEkAXdyml0FZ07rYwur0.jpg,"35, 10751, 16",1034470,en,Barbie Epic Road Trip,"In this interactive adventure, Barbie goes on a cross-country trek with friends and makes big decisions about the future. Which dream will she choose?",707.983,/a2a1Y6a6UriLJ0U7cGjphPOWQPK.jpg,2022-10-25,Barbie Epic Road Trip,False,5.3,3
False,/sobIeWp1a3saZTBkoRTAf8sfC7J.jpg,"12, 10751, 10770",335795,en,Monster High: The Movie,"Clawdeen Wolf, half human and half werewolf, has recently started attending Monster High, a school for monsters in all forms. After quickly befriending her classmates Frankie Stein and Draculaura, Clawdeen feels like she has finally found a place where she can truly be herself, or so she thinks. Soon, a devious plan to destroy Monster High threatens to reveal her real identity and Clawdeen must learn to embrace her true monster heart before it's too late.",682.586,/tn3GWm0Erehkpur8PUuYWxGpul5.jpg,2022-10-06,Monster High: The Movie,False,7.1,120
False,/iQJ1gC2p6yn5wnBEklhPaEFJ3n1.jpg,"16, 28, 878",886396,en,Batman and Superman: Battle of the Super Sons,"After discovering he has powers, 11-year-old Jonathan Kent and assassin-turned-Boy-Wonder Damian Wayne must join forces to rescue their fathers (Superman & Batman) and save the planet from the malevolent alien force known as Starro.",703.745,/nBaVsNvUxIuvhPw3xTaAJIw8me4.jpg,2022-10-17,Batman and Superman: Battle of the Super Sons,False,8.0,131
False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"16, 35, 10751, 14",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",685.405,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-10-13,Encanto,False,7.7,7543
False,/hwUxHPkuUleJeoick4uZsrKDXxF.jpg,"16, 28, 12, 10751, 878",718789,en,Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,568.726,/65WFr1ZMAbEniIh4jEhbRG9OHHN.jpg,2022-06-15,Lightyear,False,7.2,2327
False,/rwgmDkIEv8VjAsWx25ottJrFvpO.jpg,"10749, 18",744276,en,After Ever Happy,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",710.63,/6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg,2022-08-24,After Ever Happy,False,7.0,526
False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"16, 10751, 35, 14",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",651.574,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-01,Turning Red,False,7.5,3503
False,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"80, 9648, 53",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",699.388,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.7,6673
False,/zoL7dO6Uw8wOtkhfrwryevQudSK.jpg,"12, 9648, 35, 16, 10751",1015724,en,Trick or Treat Scooby-Doo!,"Mystery Inc. has cracked the case to top all cases! They’ve tracked down Coco Diablo, the head of a notorious costume crime syndicate. With Coco and her kitty in prison, Mystery Inc. thinks that they can finally enjoy a break. Wrong! Suddenly, menacing doppelgänger ghosts of the Scooby crew and favorite classic foes show up in Coolsville to threaten Halloween. Now it’s up to the meddling kids to unmask the latest scoundrel and save Halloween!",611.305,/wZccw4Hj9ZF1yimnfPsX9rl3HvB.jpg,2022-10-04,Trick or Treat Scooby-Doo!,False,7.4,114
False,/ulyR4pWVMRtVcanoassVbmgfEPT.jpg,"35, 10749",800939,en,Ticket to Paradise,A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.,632.794,/1tzERH50P5c2mFWtLbgixzLZS1L.jpg,2022-09-08,Ticket to Paradise,False,7.0,233
False,/m3Ys7UDzUzOyoPYKzp4GhKKokUr.jpg,"16, 35, 10751, 14, 12",585083,en,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",601.001,/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,2022-02-25,Hotel Transylvania: Transformania,False,7.1,1261
False,/jazlkwXfw4KdF6fVTRsolOvRCmu.jpg,"53, 12, 9648, 28, 80",924482,en,The Ledge,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way. Desperate for her safety, she begins a treacherous climb up a mountain cliff and her survival instincts are put to the test when she becomes trapped with the killers just 20 feet away.",658.472,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg,2022-02-18,The Ledge,False,6.3,125
False,/A2XhlMUimRDViZDuJPeDtaJoHmT.jpg,"16, 35",1015602,en,Welcome to the Club,"Heart set on becoming a princess, Lisa Simpson is surprised to learn being bad might be more fun.",566.85,/kxB9E6fo0ycHzd13oOTHmGa5Njd.jpg,2022-09-08,Welcome to the Club,False,6.7,110
False,/1V9IdXG5e9GF8kic6uVHGpTyJxa.jpg,"27, 14, 12, 10751",961427,en,Spirit Halloween: The Movie,A group of middle schoolers discover a Spirit Halloween store is haunted and must survive the night.,622.066,/akWDID6zfsWHJhGCAAcbwbytU55.jpg,2022-09-30,Spirit Halloween: The Movie,False,6.7,21
False,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,27,801071,en,The Jack in the Box: Awakening,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",578.942,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,2022-02-24,The Jack in the Box: Awakening,False,6.4,185
False,/cuAUhb0aYQ9PsdU7EN3L2p1d3Ox.jpg,"12, 35, 27, 10751",864959,en,The Curse of Bridge Hollow,A Halloween-hating dad reluctantly teams up with his teenage daughter when an evil spirit wreaks havoc by making their town's decorations come to life.,568.016,/t6P9l6tcVnWLS1ADUAfkUCGQhm0.jpg,2022-10-14,The Curse of Bridge Hollow,False,7.0,266
False,/1Ds7xy7ILo8u2WWxdnkJth1jQVT.jpg,"28, 12, 35",752623,en,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",599.669,/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,2022-03-24,The Lost City,False,6.7,2162
False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"14, 12, 28",338953,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",544.328,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,False,6.8,2923
False,/rV0xrSgkOQj2EpiG8n16VHHJeg3.jpg,"18, 80, 9648",541134,en,The Good Nurse,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth in this gripping thriller based on true events.",574.614,/rSq6cq0LCcbro10jbEaPTEb3WmW.jpg,2022-10-19,The Good Nurse,False,7.1,374
